User_ID,Age,Country,Subscription_Type,Signup_Date,Watch_Hours,Churn_Status
U111928,39,United States,Premium,2024-11-01,42.62,Active
U111929,42,Australia,Premium,2024-06-26,2.74,Active
U111930,33,India,Premium,2023-10-21,19.59,Active
U111931,23,Brazil,Standard,2022-10-05,12.23,Churned
U111932,26,France,Basic,2025-09-26,35.14,Active
U111933,26,India,Premium,2025-09-30,37.15,Active
U111934,16,United States,Mobile,2023-05-12,40.89,Churned
U111935,34,South Korea,Premium,2024-10-14,88.81,Active
U111936,16,United States,Mobile,2022-06-08,28.97,Active
U111937,34,United States,Mobile,2022-01-06,57.65,Active
U111938,16,Germany,Standard,2025-11-11,26.51,Active
U111939,19,Japan,Premium,2025-06-26,53.9,Active
U111940,42,Canada,Standard,2022-01-13,25.24,Active
U111941,34,United Kingdom,Standard,2022-04-05,53.23,Active
U111942,16,Japan,Basic,2022-08-09,44.16,Active
U111943,27,Mexico,Basic,2022-01-17,65.11,Active
U111944,37,Spain,Basic,2023-06-29,21.56,Active
U111945,26,Japan,Premium,2023-08-01,28.94,Active
U111946,29,Germany,Basic,2024-08-25,27.14,Churned
U111947,36,Canada,Standard,2022-08-16,41.54,Active
U111948,34,Mexico,Standard,2025-07-05,23.89,Churned
U111949,22,United States,Standard,2025-04-09,64.94,Active
U111950,34,United Kingdom,Premium,2024-10-19,28.77,Active
U111951,30,India,Standard,2025-10-11,58.33,Churned
U111952,54,Spain,Basic,2022-10-08,18.39,Active
U111953,32,Australia,Mobile,2025-02-17,12.06,Churned
U111954,35,India,Premium,2023-09-29,9.74,Active
U111955,37,France,Premium,2023-06-22,58.59,Active
U111956,30,South Korea,Premium,2024-09-19,26.24,Active
U111957,25,France,Basic,2023-03-03,24.51,Churned
U111958,39,France,Premium,2022-01-28,28.36,Active
U111959,39,United States,Basic,2023-05-16,19.75,Active
U111960,58,United States,Standard,2025-02-12,9.0,Churned
U111961,42,United States,Basic,2022-05-07,89.21,Active
U111962,43,South Korea,Premium,2025-06-01,57.01,Active
U111963,42,South Korea,Basic,2025-08-12,15.88,Churned
U111964,25,Brazil,Basic,2023-11-22,9.78,Churned
U111965,18,Germany,Basic,2022-12-23,45.46,Active
U111966,21,Brazil,Premium,2025-04-01,74.88,Active
U111967,42,United States,Standard,2023-01-01,4.73,Churned
U111968,51,Australia,Standard,2022-10-31,19.89,Churned
U111969,42,Japan,Standard,2024-11-11,112.4,Active
U111970,31,Canada,Premium,2023-04-10,24.98,Active
U111971,54,India,Basic,2024-06-20,26.49,Active
U111972,28,United States,Mobile,2022-11-30,20.07,Active
U111973,20,United Kingdom,Standard,2025-10-31,30.55,Active
U111974,37,United States,Basic,2022-11-20,7.26,Churned
U111975,49,Japan,Basic,2025-12-03,62.21,Active
U111976,23,Canada,Basic,2025-01-11,19.24,Active
U111977,16,United States,Standard,2023-09-02,14.77,Active
U111978,34,India,Basic,2024-09-26,31.58,Churned
U111979,43,Japan,Mobile,2025-09-06,37.97,Churned
U111980,16,Spain,Standard,2024-07-03,16.49,Active
U111981,45,United States,Basic,2025-10-26,50.96,Active
U111982,17,Japan,Standard,2025-09-02,71.32,Active
U111983,42,India,Basic,2025-06-03,8.34,Active
U111984,16,Germany,Basic,2025-09-03,20.64,Churned
U111985,16,Germany,Standard,2025-09-23,21.58,Active
U111986,41,Germany,Basic,2022-02-04,86.83,Active
U111987,48,Brazil,Basic,2024-05-25,40.32,Active
U111988,33,Brazil,Mobile,2024-09-01,16.52,Active
U111989,62,France,Premium,2022-06-16,67.41,Active
U111990,21,India,Mobile,2024-08-27,21.82,Active
U111991,21,United Kingdom,Basic,2025-06-08,20.06,Active
U111992,30,United Kingdom,Premium,2024-12-17,98.59,Active
U111993,29,Australia,Standard,2023-03-26,64.2,Active
U111994,37,United Kingdom,Basic,2023-12-17,35.51,Churned
U111995,25,India,Premium,2025-09-12,16.86,Active
U111996,40,India,Basic,2023-01-30,79.81,Active
U111997,40,India,Standard,2024-01-29,59.55,Active
U111998,53,Japan,Premium,2025-05-08,100.51,Active
U111999,28,Germany,Premium,2023-12-16,42.35,Active
U112000,38,United States,Standard,2022-06-08,177.67,Active
U112001,41,United States,Standard,2025-04-28,47.53,Active
U112002,33,Mexico,Basic,2023-05-14,45.9,Active
U112003,31,Japan,Mobile,2023-07-21,91.3,Active
U112004,16,France,Basic,2025-05-15,120.24,Active
U112005,35,United States,Basic,2022-06-05,58.77,Active
U112006,41,Brazil,Basic,2024-12-25,30.04,Active
U112007,33,United States,Mobile,2025-02-18,38.22,Churned
U112008,24,India,Premium,2025-07-29,44.65,Active
U112009,16,United Kingdom,Standard,2023-03-01,20.69,Active
U112010,39,India,Mobile,2022-02-04,26.05,Active
U112011,34,France,Basic,2025-05-20,67.6,Active
U112012,50,Brazil,Mobile,2022-08-14,29.74,Churned
U112013,16,India,Basic,2025-08-30,1.99,Churned
U112014,28,Brazil,Standard,2024-11-04,47.37,Active
U112015,18,France,Basic,2023-07-27,3.8,Active
U112016,46,Spain,Mobile,2023-06-27,40.35,Churned
U112017,48,India,Mobile,2024-09-05,17.67,Active
U112018,57,Spain,Standard,2025-05-29,73.38,Active
U112019,40,United States,Basic,2022-01-26,44.64,Active
U112020,43,South Korea,Basic,2022-01-31,81.45,Active
U112021,39,Canada,Standard,2025-03-05,29.0,Active
U112022,40,Mexico,Standard,2023-08-21,22.83,Active
U112023,34,United Kingdom,Basic,2023-11-02,8.02,Active
U112024,41,Canada,Premium,2022-01-15,70.79,Active
U112025,59,South Korea,Premium,2023-01-21,51.43,Active
U112026,36,United States,Mobile,2024-05-27,0.09,Active
U112027,34,Australia,Standard,2025-07-01,47.22,Active
U112028,36,France,Standard,2022-07-05,23.5,Active
U112029,32,Germany,Standard,2023-08-21,40.19,Churned
U112030,36,Australia,Basic,2024-12-12,83.5,Active
U112031,31,Japan,Premium,2025-04-17,66.63,Churned
U112032,47,Australia,Premium,2023-12-16,46.0,Active
U112033,46,Japan,Basic,2023-09-07,9.85,Active
U112034,59,South Korea,Standard,2025-05-02,36.6,Churned
U112035,33,India,Mobile,2025-10-18,20.59,Active
U112036,37,India,Standard,2025-01-26,33.34,Churned
U112037,36,United Kingdom,Standard,2024-09-05,28.56,Active
U112038,36,Australia,Premium,2024-10-07,99.19,Active
U112039,47,India,Standard,2024-09-01,38.88,Active
U112040,16,India,Basic,2024-01-25,40.72,Active
U112041,39,United States,Premium,2022-06-30,95.72,Active
U112042,57,France,Mobile,2025-07-31,16.89,Active
U112043,50,France,Basic,2024-12-27,38.52,Active
U112044,48,United States,Basic,2023-05-20,35.7,Active
U112045,44,South Korea,Premium,2024-01-30,61.42,Active
U112046,26,South Korea,Premium,2022-04-20,53.53,Active
U112047,25,India,Standard,2024-11-14,45.31,Active
U112048,25,United Kingdom,Standard,2023-08-24,148.06,Active
U112049,20,India,Premium,2025-06-20,82.29,Active
U112050,45,United Kingdom,Standard,2022-11-24,0.81,Active
U112051,51,United States,Basic,2024-10-23,25.43,Active
U112052,39,India,Basic,2023-05-09,22.39,Active
U112053,43,Spain,Standard,2023-12-30,39.74,Active
U112054,37,Germany,Mobile,2023-04-13,50.25,Active
U112055,40,India,Standard,2025-05-29,41.21,Churned
U112056,16,United States,Standard,2022-10-30,19.97,Churned
U112057,37,India,Mobile,2024-12-13,47.41,Active
U112058,28,United States,Standard,2022-02-07,23.21,Active
U112059,33,India,Standard,2025-01-21,63.71,Active
U112060,36,United States,Basic,2023-11-21,16.63,Active
U112061,25,Brazil,Premium,2025-08-23,146.29,Active
U112062,21,South Korea,Premium,2023-08-21,48.86,Active
U112063,25,Australia,Premium,2022-07-21,31.11,Active
U112064,16,India,Standard,2024-09-17,8.51,Churned
U112065,20,United States,Standard,2023-12-30,45.64,Churned
U112066,21,India,Basic,2022-03-05,34.68,Churned
U112067,16,United Kingdom,Mobile,2022-06-30,0.0,Churned
U112068,40,India,Basic,2023-12-20,35.24,Active
U112069,23,United States,Premium,2024-12-30,39.78,Churned
U112070,16,Mexico,Premium,2025-12-07,64.82,Active
U112071,29,South Korea,Basic,2023-09-23,96.0,Active
U112072,20,France,Standard,2025-10-20,88.78,Active
U112073,51,Germany,Basic,2024-11-17,22.38,Active
U112074,35,Australia,Standard,2024-02-27,13.16,Active
U112075,16,United Kingdom,Mobile,2022-06-27,15.24,Churned
U112076,40,United States,Standard,2025-05-16,43.42,Active
U112077,35,Germany,Mobile,2024-06-24,16.86,Churned
U112078,31,Mexico,Basic,2025-02-24,27.85,Active
U112079,52,Australia,Standard,2022-06-14,28.65,Active
U112080,22,United States,Mobile,2025-10-06,9.07,Churned
U112081,46,Spain,Mobile,2023-05-31,23.44,Active
U112082,29,Germany,Standard,2023-08-17,12.78,Active
U112083,33,Brazil,Premium,2024-02-22,70.83,Active
U112084,25,United States,Mobile,2022-02-16,40.96,Active
U112085,25,Japan,Premium,2024-10-06,145.35,Active
U112086,28,Japan,Premium,2023-01-20,68.93,Active
U112087,16,Australia,Basic,2024-01-02,14.87,Churned
U112088,38,Mexico,Basic,2024-02-01,52.56,Active
U112089,35,Canada,Premium,2024-12-02,67.4,Active
U112090,16,United States,Standard,2025-03-15,98.84,Active
U112091,41,India,Basic,2022-09-11,23.81,Active
U112092,51,Germany,Standard,2025-03-24,44.98,Active
U112093,26,India,Standard,2024-07-26,55.88,Active
U112094,24,Japan,Standard,2025-08-27,37.39,Active
U112095,47,India,Standard,2023-07-18,78.61,Active
U112096,38,United States,Standard,2024-03-24,34.28,Churned
U112097,32,India,Basic,2022-08-14,29.79,Active
U112098,43,Australia,Mobile,2023-05-28,14.96,Active
U112099,37,Japan,Premium,2025-05-30,25.77,Active
U112100,51,United Kingdom,Basic,2025-02-15,43.99,Churned
U112101,33,United Kingdom,Standard,2025-11-25,16.54,Churned
U112102,39,India,Standard,2025-06-06,42.45,Active
U112103,47,France,Premium,2022-12-16,2.36,Active
U112104,16,United States,Premium,2023-04-19,82.15,Active
U112105,47,India,Premium,2022-08-19,48.75,Active
U112106,27,United Kingdom,Premium,2024-01-08,39.02,Active
U112107,39,United States,Basic,2025-01-21,14.53,Active
U112108,53,United Kingdom,Standard,2025-04-19,70.69,Active
U112109,30,France,Basic,2025-12-17,45.46,Active
U112110,28,Canada,Standard,2023-05-16,25.86,Active
U112111,33,United States,Standard,2023-09-04,121.71,Active
U112112,16,United States,Premium,2024-04-20,183.07,Active
U112113,60,Brazil,Basic,2025-02-28,61.46,Active
U112114,33,India,Premium,2025-11-03,67.4,Active
U112115,53,United States,Standard,2022-08-03,39.37,Active
U112116,30,United States,Standard,2023-05-15,13.21,Churned
U112117,34,United States,Premium,2022-11-29,36.59,Churned
U112118,45,United States,Basic,2022-12-31,7.18,Churned
U112119,20,Brazil,Standard,2022-07-25,43.38,Active
U112120,32,France,Standard,2024-05-17,47.91,Active
U112121,44,South Korea,Premium,2024-08-30,36.22,Active
U112122,31,India,Basic,2023-09-28,51.65,Active
U112123,28,Germany,Mobile,2024-05-07,15.78,Active
U112124,47,United States,Mobile,2024-10-08,15.82,Active
U112125,50,India,Premium,2024-08-24,24.8,Active
U112126,52,Germany,Standard,2025-10-10,14.27,Churned
U112127,25,United States,Premium,2022-09-04,41.76,Active
U112128,27,South Korea,Basic,2025-10-26,6.76,Churned
U112129,28,United States,Mobile,2022-04-29,51.23,Active
U112130,42,United States,Standard,2022-02-12,12.13,Active
U112131,19,Japan,Basic,2024-02-19,18.99,Active
U112132,20,Japan,Standard,2023-12-06,102.37,Active
U112133,25,France,Premium,2024-02-13,0.0,Active
U112134,22,United States,Mobile,2025-12-21,15.59,Active
U112135,44,Spain,Standard,2023-09-08,62.5,Active
U112136,43,United Kingdom,Standard,2025-05-22,39.44,Active
U112137,28,Spain,Premium,2024-09-24,38.07,Active
U112138,31,India,Premium,2022-04-03,87.68,Active
U112139,16,Spain,Premium,2023-09-04,31.11,Active
U112140,28,Spain,Standard,2022-07-12,3.42,Active
U112141,48,United States,Premium,2025-06-04,129.39,Active
U112142,27,United States,Premium,2023-06-19,10.37,Active
U112143,20,Japan,Basic,2025-02-09,32.64,Active
U112144,50,India,Standard,2022-04-18,22.21,Active
U112145,20,United States,Basic,2023-05-06,22.48,Active
U112146,52,Spain,Standard,2025-03-16,37.28,Active
U112147,68,Canada,Premium,2025-07-29,23.51,Active
U112148,32,Australia,Basic,2022-02-08,59.92,Active
U112149,48,France,Standard,2023-12-20,81.17,Active
U112150,16,South Korea,Basic,2025-07-03,30.46,Active
U112151,16,Canada,Mobile,2023-11-10,37.64,Churned
U112152,24,Canada,Premium,2023-03-14,77.77,Active
U112153,43,United Kingdom,Standard,2024-11-18,22.17,Churned
U112154,34,India,Premium,2025-03-02,72.11,Active
U112155,31,Japan,Basic,2025-10-28,43.96,Active
U112156,18,Australia,Premium,2025-08-24,18.7,Active
U112157,32,United States,Premium,2022-02-18,200.15,Active
U112158,26,United States,Basic,2025-03-31,11.28,Active
U112159,22,Spain,Mobile,2022-09-13,26.04,Churned
U112160,21,India,Basic,2025-05-06,24.41,Active
U112161,36,Germany,Premium,2025-03-21,27.85,Active
U112162,25,Canada,Basic,2022-12-04,63.07,Active
U112163,33,India,Premium,2023-10-07,89.12,Active
U112164,16,Germany,Basic,2025-01-30,37.77,Active
U112165,40,South Korea,Basic,2025-06-07,37.88,Active
U112166,36,India,Standard,2025-06-26,44.29,Active
U112167,31,United Kingdom,Mobile,2023-05-29,23.67,Churned
U112168,35,Brazil,Basic,2022-04-26,0.0,Active
U112169,45,Germany,Premium,2025-11-25,81.43,Active
U112170,16,India,Standard,2025-06-16,89.05,Active
U112171,34,France,Premium,2022-11-12,27.89,Active
U112172,18,France,Standard,2024-05-01,76.67,Active
U112173,35,France,Standard,2025-10-17,11.57,Active
U112174,30,Germany,Mobile,2023-04-20,47.93,Active
U112175,33,Australia,Standard,2025-02-27,21.03,Active
U112176,44,Australia,Standard,2023-12-12,59.22,Active
U112177,43,Spain,Mobile,2025-11-23,5.41,Churned
U112178,47,Australia,Standard,2023-08-19,20.02,Active
U112179,29,India,Standard,2022-08-25,75.21,Active
U112180,42,India,Standard,2025-10-20,23.44,Active
U112181,40,Germany,Premium,2023-05-31,21.18,Active
U112182,29,South Korea,Mobile,2023-02-08,34.52,Active
U112183,35,Australia,Premium,2022-10-16,96.05,Active
U112184,32,India,Premium,2023-08-23,6.24,Active
U112185,50,Brazil,Standard,2025-04-26,7.98,Active
U112186,43,Brazil,Basic,2023-05-17,18.94,Active
U112187,29,South Korea,Basic,2023-01-27,81.05,Active
U112188,29,Germany,Basic,2023-10-08,20.07,Active
U112189,45,Australia,Basic,2024-02-07,4.28,Active
U112190,50,South Korea,Premium,2025-04-22,92.63,Active
U112191,37,Brazil,Basic,2022-10-10,52.73,Active
U112192,41,United States,Basic,2023-04-17,23.95,Active
U112193,49,South Korea,Standard,2024-10-29,54.69,Active
U112194,31,United States,Basic,2023-09-19,61.52,Active
U112195,35,South Korea,Basic,2024-12-20,19.8,Active
U112196,39,India,Basic,2023-10-07,75.37,Active
U112197,28,United States,Basic,2022-06-18,17.99,Active
U112198,54,Brazil,Standard,2025-06-11,4.69,Active
U112199,28,Germany,Premium,2024-09-28,56.3,Active
U112200,34,Spain,Premium,2022-07-17,143.16,Active
U112201,56,Japan,Premium,2022-08-30,82.9,Active
U112202,16,Brazil,Premium,2023-05-11,43.77,Active
U112203,36,Australia,Mobile,2025-10-25,22.46,Active
U112204,26,India,Standard,2023-03-14,16.12,Active
U112205,34,India,Premium,2025-07-08,30.62,Active
U112206,19,United States,Standard,2023-12-14,44.22,Active
U112207,29,Germany,Standard,2022-10-22,40.39,Churned
U112208,34,Japan,Standard,2022-06-18,59.77,Active
U112209,36,Australia,Basic,2023-05-12,31.14,Active
U112210,44,Japan,Premium,2022-11-22,75.91,Active
U112211,16,India,Basic,2024-05-19,44.87,Active
U112212,32,Australia,Premium,2025-11-30,170.66,Active
U112213,31,India,Mobile,2025-03-23,15.45,Churned
U112214,33,South Korea,Standard,2023-03-29,29.61,Churned
U112215,34,Germany,Basic,2025-10-09,5.91,Churned
U112216,24,Brazil,Standard,2025-11-12,49.21,Active
U112217,16,Canada,Standard,2023-09-04,60.08,Churned
U112218,36,India,Mobile,2023-12-13,30.16,Active
U112219,22,United Kingdom,Premium,2023-12-15,100.82,Active
U112220,38,Mexico,Premium,2023-08-24,42.94,Active
U112221,22,India,Standard,2022-08-17,64.29,Active
U112222,42,France,Premium,2025-07-30,62.97,Churned
U112223,33,South Korea,Premium,2023-05-26,35.21,Active
U112224,34,Mexico,Basic,2022-05-04,20.99,Active
U112225,31,India,Basic,2025-12-19,31.56,Active
U112226,29,Australia,Basic,2022-07-02,15.03,Active
U112227,31,Germany,Standard,2025-09-30,13.63,Active
U112228,48,United States,Mobile,2022-07-17,54.61,Active
U112229,16,Brazil,Premium,2023-08-28,28.34,Active
U112230,26,Mexico,Standard,2024-01-31,43.94,Active
U112231,46,Brazil,Mobile,2022-11-23,41.03,Active
U112232,43,India,Basic,2024-04-21,22.8,Churned
U112233,50,India,Basic,2024-04-16,51.72,Active
U112234,33,India,Mobile,2025-06-16,13.74,Churned
U112235,18,United States,Mobile,2023-09-10,32.85,Active
U112236,20,Germany,Premium,2025-07-03,36.0,Active
U112237,30,United Kingdom,Basic,2025-01-03,12.54,Active
U112238,43,France,Mobile,2025-03-26,27.07,Active
U112239,30,Australia,Premium,2024-07-08,25.0,Active
U112240,30,Brazil,Premium,2022-09-22,48.36,Active
U112241,38,United States,Basic,2024-08-22,27.85,Churned
U112242,34,United Kingdom,Standard,2024-11-11,42.73,Active
U112243,28,Japan,Premium,2023-07-01,108.45,Active
U112244,21,India,Mobile,2024-07-19,17.65,Active
U112245,45,France,Standard,2024-06-20,89.35,Active
U112246,46,South Korea,Standard,2024-07-26,30.9,Active
U112247,21,Spain,Premium,2024-10-03,21.43,Active
U112248,29,South Korea,Standard,2024-09-07,43.97,Active
U112249,42,United Kingdom,Standard,2024-08-04,51.23,Active
U112250,20,Brazil,Basic,2023-04-13,25.88,Active
U112251,38,India,Basic,2024-10-12,73.4,Active
U112252,30,India,Premium,2022-08-07,69.82,Active
U112253,19,India,Basic,2025-07-23,27.28,Active
U112254,55,United Kingdom,Basic,2025-03-05,22.71,Churned
U112255,29,United States,Mobile,2023-01-27,24.44,Active
U112256,40,United Kingdom,Premium,2022-04-17,33.65,Active
U112257,20,United Kingdom,Basic,2022-08-17,0.0,Active
U112258,52,United Kingdom,Standard,2024-09-25,90.21,Active
U112259,57,Germany,Premium,2022-02-20,32.9,Churned
U112260,16,Mexico,Standard,2022-05-25,12.03,Active
U112261,32,Germany,Standard,2024-10-19,46.2,Active
U112262,49,Australia,Standard,2023-12-18,80.78,Active
U112263,28,Canada,Basic,2023-05-05,6.96,Churned
U112264,38,United Kingdom,Premium,2023-02-08,9.09,Active
U112265,16,United States,Basic,2024-01-09,29.39,Active
U112266,24,India,Standard,2023-03-13,23.65,Churned
U112267,37,India,Basic,2022-04-18,65.83,Active
U112268,26,United States,Basic,2023-10-26,21.41,Churned
U112269,29,France,Basic,2025-09-15,10.2,Active
U112270,16,India,Mobile,2024-01-19,38.51,Active
U112271,41,Australia,Basic,2024-05-09,45.01,Churned
U112272,17,Brazil,Basic,2023-04-30,34.54,Churned
U112273,52,South Korea,Basic,2022-07-02,29.44,Active
U112274,25,India,Premium,2024-12-24,40.99,Active
U112275,43,Australia,Standard,2023-08-17,0.0,Churned
U112276,42,India,Mobile,2022-04-24,55.95,Active
U112277,22,Germany,Premium,2023-04-02,93.85,Active
U112278,27,India,Standard,2022-02-21,44.9,Active
U112279,28,France,Premium,2025-06-19,68.5,Active
U112280,29,Japan,Basic,2025-12-15,16.22,Churned
U112281,18,Germany,Mobile,2025-07-03,32.89,Churned
U112282,40,United States,Mobile,2025-04-02,26.22,Active
U112283,25,Germany,Basic,2025-02-28,29.07,Active
U112284,32,India,Premium,2023-11-20,20.76,Active
U112285,46,Brazil,Basic,2023-07-21,32.38,Active
U112286,40,United States,Standard,2022-04-26,119.15,Active
U112287,26,France,Premium,2025-10-09,82.04,Active
U112288,46,United States,Mobile,2022-01-24,19.46,Churned
U112289,41,Germany,Standard,2023-02-06,18.07,Churned
U112290,25,India,Premium,2023-09-21,29.04,Active
U112291,27,Canada,Premium,2024-08-23,54.03,Active
U112292,46,India,Basic,2025-12-28,8.82,Active
U112293,43,Spain,Premium,2024-02-04,86.23,Active
U112294,16,United States,Premium,2025-04-06,24.26,Active
U112295,21,South Korea,Premium,2023-10-02,63.8,Active
U112296,42,Spain,Mobile,2025-12-15,5.99,Churned
U112297,19,Canada,Basic,2022-10-03,15.6,Active
U112298,43,United Kingdom,Basic,2023-08-19,38.71,Active
U112299,57,Mexico,Basic,2022-12-17,61.76,Active
U112300,38,United States,Basic,2023-01-25,3.37,Churned
U112301,22,Japan,Standard,2025-04-14,46.07,Active
U112302,36,Canada,Mobile,2024-11-04,38.11,Active
U112303,46,United Kingdom,Standard,2024-09-03,30.18,Active
U112304,35,Australia,Premium,2022-05-08,74.76,Active
U112305,39,Brazil,Standard,2025-09-21,164.85,Active
U112306,24,France,Standard,2025-10-10,47.94,Active
U112307,25,United States,Premium,2024-09-21,68.23,Active
U112308,44,France,Premium,2023-08-18,34.15,Active
U112309,25,Germany,Standard,2022-03-30,53.29,Active
U112310,16,Brazil,Mobile,2023-10-16,10.12,Active
U112311,30,United States,Standard,2022-06-19,48.64,Active
U112312,37,India,Basic,2024-08-10,132.63,Active
U112313,46,United States,Standard,2024-11-22,26.54,Churned
U112314,53,United Kingdom,Premium,2022-04-17,26.51,Churned
U112315,35,Japan,Standard,2023-01-02,61.06,Active
U112316,41,Canada,Premium,2024-08-04,24.43,Churned
U112317,35,India,Standard,2022-12-30,21.58,Active
U112318,38,Spain,Standard,2025-05-31,25.86,Active
U112319,31,United States,Premium,2023-08-17,77.97,Active
U112320,38,South Korea,Standard,2024-09-09,26.14,Active
U112321,25,Australia,Standard,2024-12-24,29.35,Active
U112322,57,United Kingdom,Basic,2024-05-31,6.59,Churned
U112323,16,Brazil,Standard,2024-07-21,42.16,Active
U112324,40,India,Standard,2024-04-18,4.36,Churned
U112325,37,United Kingdom,Basic,2022-10-11,37.78,Active
U112326,38,Mexico,Standard,2023-03-06,52.11,Active
U112327,19,United Kingdom,Basic,2025-08-01,34.9,Churned
U112328,16,France,Basic,2023-05-30,10.25,Churned
U112329,41,South Korea,Standard,2025-11-20,53.73,Active
U112330,50,France,Basic,2024-04-20,24.93,Active
U112331,36,United States,Premium,2025-03-02,21.72,Active
U112332,43,South Korea,Premium,2022-12-03,23.11,Active
U112333,28,India,Standard,2022-10-09,33.04,Active
U112334,37,Brazil,Basic,2023-07-12,16.07,Active
U112335,48,Canada,Standard,2025-03-04,13.74,Active
U112336,30,India,Basic,2024-09-29,40.63,Active
U112337,48,Spain,Standard,2024-02-01,60.84,Active
U112338,16,Brazil,Premium,2022-09-22,35.25,Churned
U112339,26,Brazil,Premium,2022-02-11,76.24,Active
U112340,40,France,Standard,2022-07-07,12.96,Active
U112341,56,France,Mobile,2024-09-01,20.8,Active
U112342,34,Mexico,Basic,2025-10-28,42.37,Active
U112343,21,South Korea,Mobile,2025-11-27,3.72,Churned
U112344,56,South Korea,Premium,2025-01-22,47.9,Active
U112345,32,United States,Standard,2023-09-23,37.55,Active
U112346,41,Canada,Basic,2024-11-15,40.06,Active
U112347,29,Japan,Basic,2022-04-03,10.54,Active
U112348,35,United Kingdom,Mobile,2023-05-30,22.16,Churned
U112349,27,Spain,Basic,2022-12-03,68.17,Active
U112350,61,Brazil,Mobile,2025-11-23,54.32,Active
U112351,48,Canada,Standard,2024-03-26,51.29,Active
U112352,55,South Korea,Standard,2025-10-02,94.55,Active
U112353,24,India,Premium,2025-02-28,38.93,Active
U112354,16,Brazil,Basic,2024-12-06,22.5,Active
U112355,30,Japan,Standard,2022-09-28,50.85,Active
U112356,64,Spain,Mobile,2022-04-24,0.03,Churned
U112357,30,India,Basic,2022-11-17,6.59,Churned
U112358,46,South Korea,Mobile,2025-04-19,77.73,Active
U112359,21,Brazil,Mobile,2025-09-08,27.15,Active
U112360,24,Brazil,Basic,2024-10-17,33.45,Active
U112361,33,India,Standard,2025-07-11,45.43,Active
U112362,59,Germany,Basic,2022-04-19,8.3,Churned
U112363,47,India,Premium,2025-08-29,27.55,Active
U112364,16,United Kingdom,Mobile,2022-06-07,39.84,Active
U112365,42,United Kingdom,Mobile,2022-09-14,14.31,Active
U112366,20,India,Mobile,2025-04-26,7.43,Active
U112367,25,Spain,Basic,2025-09-23,46.83,Active
U112368,40,Canada,Standard,2022-08-19,8.94,Active
U112369,50,Spain,Basic,2023-05-12,5.89,Active
U112370,50,Canada,Mobile,2025-04-21,8.55,Active
U112371,37,Brazil,Basic,2024-01-25,3.28,Active
U112372,38,Japan,Basic,2023-08-14,22.54,Active
U112373,50,India,Basic,2023-10-29,24.09,Active
U112374,16,India,Basic,2023-03-05,7.77,Active
U112375,55,Brazil,Basic,2025-11-28,5.68,Churned
U112376,25,United States,Basic,2024-02-07,111.55,Active
U112377,37,Canada,Mobile,2023-01-19,6.12,Active
U112378,28,United States,Premium,2025-07-30,59.53,Active
U112379,20,India,Basic,2025-10-30,49.15,Active
U112380,39,Japan,Premium,2022-04-04,24.3,Active
U112381,36,Germany,Standard,2025-11-01,18.84,Active
U112382,32,United States,Premium,2025-11-14,88.17,Active
U112383,32,India,Standard,2025-09-01,20.75,Active
U112384,52,Japan,Standard,2022-07-27,13.56,Active
U112385,60,Canada,Standard,2023-06-06,32.94,Churned
U112386,49,United States,Basic,2025-06-19,38.32,Active
U112387,37,Canada,Standard,2023-07-02,69.29,Active
U112388,16,South Korea,Premium,2023-09-30,57.8,Active
U112389,41,Canada,Premium,2022-10-25,45.26,Active
U112390,42,India,Standard,2023-09-05,67.92,Churned
U112391,43,Spain,Standard,2023-11-26,10.63,Active
U112392,20,South Korea,Premium,2023-08-19,32.04,Active
U112393,44,United States,Basic,2022-12-30,21.02,Churned
U112394,52,France,Basic,2022-05-10,33.56,Churned
U112395,22,Japan,Standard,2024-07-04,126.06,Active
U112396,42,India,Basic,2022-04-02,34.88,Active
U112397,24,France,Standard,2025-06-20,74.96,Active
U112398,32,Canada,Basic,2022-04-17,25.52,Active
U112399,22,United States,Standard,2025-10-18,15.42,Active
U112400,29,Germany,Premium,2024-03-20,85.94,Active
U112401,29,United Kingdom,Premium,2023-10-01,74.33,Active
U112402,38,India,Premium,2025-05-21,46.91,Active
U112403,44,Brazil,Standard,2023-09-23,54.94,Active
U112404,48,United States,Mobile,2022-07-21,18.66,Active
U112405,26,India,Premium,2024-01-22,78.5,Active
U112406,38,India,Standard,2023-12-14,25.29,Active
U112407,20,United States,Basic,2025-08-24,28.92,Active
U112408,32,Canada,Premium,2024-01-25,10.6,Active
U112409,34,United Kingdom,Standard,2022-04-25,54.31,Active
U112410,22,India,Premium,2023-05-10,73.66,Active
U112411,40,India,Premium,2023-03-24,96.95,Active
U112412,32,South Korea,Mobile,2022-11-23,15.53,Active
U112413,35,United Kingdom,Mobile,2022-10-15,39.19,Churned
U112414,48,Japan,Premium,2022-04-26,140.82,Active
U112415,28,India,Mobile,2025-02-05,51.11,Active
U112416,44,Canada,Mobile,2023-08-02,19.05,Churned
U112417,51,Spain,Basic,2023-07-07,3.29,Churned
U112418,50,Australia,Premium,2023-09-25,102.23,Active
U112419,31,Canada,Basic,2025-11-08,40.2,Active
U112420,22,United States,Standard,2024-10-19,71.16,Active
U112421,25,United Kingdom,Standard,2025-11-30,26.81,Active
U112422,16,India,Standard,2024-05-25,4.98,Active
U112423,42,Canada,Basic,2025-07-10,77.85,Active
U112424,42,Canada,Basic,2025-09-13,43.59,Active
